#P = 5.3, D = 1.89749, alpha = 0.8, beta = 0.3, mmax = 6
#Cycle center positions: x,y, cycle length: l
#x	y	l	error	maxix	minix	maxiy	miniy	maxjump_index	maxjump	numberofbandsvisited	min_index	max_index
6.95323e-310	6.95323e-310	1	0	-0	-0	0	0	0	0	1	0	0
3.14563e-16	2.96059e-16	3	0	0.426958	-0.255853	1.29526	-1.37703	5	2.67363	3	-3	2
3.70074e-16	4.44089e-16	3	0	0.378301	-0.365735	1.51534	-1.01863	5	2.55846	3	-3	2
-5.55112e-17	7.40149e-17	3	0	0.365735	-0.378301	1.01863	-1.51534	5	2.55846	3	-2	3
-1.85037e-17	-1.85037e-17	3	0	0.317077	-0.219762	0.716785	-1.15695	4	1.87773	3	-2	2
-5.55112e-17	1.4803e-16	3	0	0.26842	-0.207196	0.936865	-0.798553	3	1.74155	2	-2	1
-5.55112e-17	3.70074e-17	3	0	0.219762	-0.317077	1.15695	-0.716785	4	1.87773	3	-2	2
1.85037e-16	7.40149e-17	3	0	0.255853	-0.426958	1.37703	-1.29526	5	2.67363	3	-2	3
-1.85037e-16	-3.70074e-17	3	0	0.207196	-0.26842	0.798553	-0.936865	3	1.74155	2	-1	2
-9.25186e-18	-9.25186e-18	3	0	0.158539	-0.109881	0.358392	-0.578473	2	0.938863	3	-1	1
-2.77556e-17	1.85037e-17	3	0	0.109881	-0.158539	0.578473	-0.358392	2	0.938863	3	-1	1
9.71445e-17	1.31839e-16	4	0	0.190685	-0.169277	0.316378	-0.61855	2	0.940294	3	-1	1
1.73472e-16	6.93889e-17	4	0	0.238241	-0.238241	0.472066	-0.472066	1	0.782956	3	-1	1
7.63278e-17	1.38778e-17	4	0	0.169277	-0.190685	0.61855	-0.316378	2	0.940294	3	-1	1
4.72955e-15	1.68754e-15	5	0	0.409588	-0.567471	2.63604	-2.94297	12	5.58014	5	-6	6
4.90719e-15	2.26485e-15	5	0	0.45782	-0.48853	2.78951	-2.67807	11	5.47612	3	-6	5
-1.9984e-16	-6.21725e-16	5	0	0.567471	-0.409588	2.94297	-2.63604	12	5.58014	5	-6	6
1.95399e-15	-8.88178e-16	5	0	0.48853	-0.45782	2.67807	-2.78951	11	5.47612	3	-5	6
1.89848e-15	-8.88178e-16	5	0	0.359361	-0.378878	2.12537	-2.5246	10	4.65004	5	-5	5
3.11973e-15	-2.66454e-16	5	0	0.314445	-0.382195	2.37114	-2.13562	9	4.51813	4	-5	4
4.60743e-15	1.77636e-16	5	0	0.378878	-0.359361	2.5246	-2.12537	10	4.65004	5	-5	5
