#P = 4.7, D = 1.89749, alpha = 0.8, beta = 0.3, mmax = 6
#Cycle center positions: x,y, cycle length: l
#x	y	l	error	maxix	minix	maxiy	miniy	maxjump_index	maxjump	numberofbandsvisited	min_index	max_index
6.9532e-310	6.9532e-310	1	0	-0	-0	0	0	0	0	1	0	0
1.66533e-16	1.85037e-16	3	0	0.475616	-0.329644	1.07518	-1.73542	6	2.81659	3	-3	3
3.14563e-16	2.96059e-16	3	0	0.426958	-0.255853	1.29526	-1.37703	5	2.67363	3	-3	2
4.81097e-16	4.44089e-16	3	0	0.329644	-0.475616	1.73542	-1.07518	6	2.81659	3	-3	3
-1.85037e-17	-1.85037e-17	3	0	0.317077	-0.219762	0.716785	-1.15695	4	1.87773	3	-2	2
-5.55112e-17	3.70074e-17	3	0	0.219762	-0.317077	1.15695	-0.716785	4	1.87773	3	-2	2
1.85037e-16	7.40149e-17	3	0	0.255853	-0.426958	1.37703	-1.29526	5	2.67363	3	-2	3
-9.25186e-18	-9.25186e-18	3	0	0.158539	-0.109881	0.358392	-0.578473	2	0.938863	3	-1	1
-2.77556e-17	1.85037e-17	3	0	0.109881	-0.158539	0.578473	-0.358392	2	0.938863	3	-1	1
7.21645e-16	2.22045e-16	4	0	0.407518	-0.428926	1.09062	-0.627753	3	1.58457	3	-2	1
-2.22045e-16	-1.52656e-16	4	0	0.428926	-0.407518	0.627753	-1.09062	3	1.58457	3	-1	2
9.71445e-17	1.31839e-16	4	0	0.190685	-0.169277	0.316378	-0.61855	2	0.940294	3	-1	1
1.73472e-16	6.93889e-17	4	0	0.238241	-0.238241	0.472066	-0.472066	1	0.782956	3	-1	1
7.63278e-17	1.38778e-17	4	0	0.169277	-0.190685	0.61855	-0.316378	2	0.940294	3	-1	1
4.72955e-15	1.68754e-15	5	0	0.409588	-0.567471	2.63604	-2.94297	12	5.58014	5	-6	6
-1.9984e-16	-6.21725e-16	5	0	0.567471	-0.409588	2.94297	-2.63604	12	5.58014	5	-6	6
2.36478e-15	8.43769e-16	5	0	0.204794	-0.283736	1.31802	-1.47149	6	2.79007	5	-3	3
-9.99201e-17	-3.10862e-16	5	0	0.283736	-0.204794	1.47149	-1.31802	6	2.79007	5	-3	3
1.01585e-15	3.55271e-16	5	0	0.196469	-0.199785	0.296682	-0.634748	2	0.938815	3	-1	1
1.4877e-15	6.66134e-16	5	0	0.289919	-0.282043	0.42076	-0.51306	1	0.762463	3	-1	1
9.65894e-16	2.66454e-16	5	0	0.282043	-0.289919	0.51306	-0.42076	1	0.762463	3	-1	1
5.30131e-16	1.52656e-16	5	0	0.199785	-0.196469	0.634748	-0.296682	2	0.938815	3	-1	1
2.16493e-15	1.03621e-15	6	0	0.448366	-0.277261	1.75812	-1.83989	7	3.60027	6	-4	3
-1.91513e-15	-6.10623e-16	6	0	0.277261	-0.448366	1.83989	-1.75812	7	3.60027	6	-3	4
-7.40149e-16	7.40149e-17	6	0	0.354498	-0.32622	0.645027	-1.22052	4	1.87491	5	-2	2
5.73615e-16	6.29126e-16	6	0	0.32622	-0.354498	1.22052	-0.645027	4	1.87491	5	-2	2
-8.88178e-16	-6.49943e-16	6	0	0.195959	-0.216339	0.286635	-0.642045	2	0.937174	3	-1	1
7.44775e-16	5.82867e-16	6	0	0.216339	-0.195959	0.642045	-0.286635	2	0.937174	3	-1	1
1.61617e-14	7.47815e-15	7	0	0.327087	-0.274035	1.42638	-1.24334	5	2.678	4	-3	2
1.73274e-14	1.01506e-14	7	0	0.274035	-0.327087	1.24334	-1.42638	5	2.678	4	-2	3
1.51942e-14	8.517e-15	7	0	0.348613	-0.284374	0.671684	-1.19914	4	1.878	5	-2	2
1.00634e-14	5.94762e-15	7	0	0.405575	-0.260666	0.780765	-1.13426	4	1.91667	5	-2	2
7.15301e-15	3.60029e-15	7	0	0.260666	-0.405575	1.13426	-0.780765	4	1.91667	5	-2	2
-7.57331e-16	-9.8334e-16	7	0	0.284374	-0.348613	1.19914	-0.671684	4	1.878	5	-2	2
1.06819e-14	5.95754e-15	7	0	0.194473	-0.225561	0.281249	-0.645618	2	0.935972	3	-1	1
7.24817e-15	4.14351e-15	7	0	0.207843	-0.168599	0.346127	-0.601309	2	0.950593	3	-1	1
2.31561e-15	1.17366e-15	7	0	0.250556	-0.263925	0.444438	-0.553519	2	0.94456	3	-1	1
2.66057e-15	1.87152e-15	7	0	0.263925	-0.250556	0.553519	-0.444438	2	0.94456	3	-1	1
4.78585e-15	2.73591e-15	7	0	0.168599	-0.207843	0.601309	-0.346127	2	0.950593	3	-1	1
2.37112e-15	1.13401e-15	7	0	0.225561	-0.194473	0.645618	-0.281249	2	0.935972	3	-1	1
-9.28702e-14	-5.10009e-14	8	0	0.579922	-0.537107	2.84181	-2.49154	11	5.34932	6	-6	5
-2.97262e-14	-1.5335e-14	8	0	0.609145	-0.635294	2.90428	-2.45344	11	5.3776	6	-6	5
-1.14908e-13	-6.77791e-14	8	0	0.635294	-0.609145	2.45344	-2.90428	11	5.3776	6	-5	6
