#P = 2.3, D = 1.89749, alpha = 0.8, beta = 0.3, mmax = 6
#Cycle center positions: x,y, cycle length: l
#x	y	l	error	maxix	minix	maxiy	miniy	maxjump_index	maxjump	numberofbandsvisited	min_index	max_index
6.95326e-310	6.95326e-310	1	0	-0	-0	0	0	0	0	1	0	0
-0.390625	2.35922e-16	4	0	-0.276856	-0.515098	0.351748	-0.266801	1	0.622382	2	-1	0
1.73472e-16	6.93889e-17	4	0	0.238241	-0.238241	0.472066	-0.472066	1	0.782956	3	-1	1
0.390625	-1.38778e-16	4	0	0.515098	0.276856	0.266801	-0.351748	1	0.622382	2	0	1
-0.3125	3.55271e-16	5	0	-0.192719	-0.482638	0.37305	-0.261698	1	0.640056	2	-1	0
1.4877e-15	6.66134e-16	5	0	0.289919	-0.282043	0.42076	-0.51306	1	0.762463	3	-1	1
9.65894e-16	2.66454e-16	5	0	0.282043	-0.289919	0.51306	-0.42076	1	0.762463	3	-1	1
0.3125	-2.66454e-16	5	0	0.482638	0.192719	0.261698	-0.37305	1	0.640056	2	0	1
-0.260417	6.4763e-16	6	0	-0.122847	-0.467051	0.38496	-0.257085	1	0.648384	2	-1	0
-1.19349e-15	-8.32667e-16	6	0	0.302417	-0.306784	0.394059	-0.52939	1	0.751343	3	-1	1
-2.12793e-16	-2.86808e-16	6	0	0.344204	-0.344204	0.457632	-0.457632	1	0.7179	3	-1	1
-1.03621e-15	-7.21645e-16	6	0	0.306784	-0.302417	0.52939	-0.394059	1	0.751343	3	-1	1
0.260417	-3.70074e-16	6	0	0.467051	0.122847	0.257085	-0.38496	1	0.648384	2	0	1
-0.223214	5.40044e-15	7	0	-0.0844463	-0.459037	0.391711	-0.253908	1	0.652618	2	-1	0
5.40044e-15	2.87072e-15	7	0	0.304259	-0.320887	0.37956	-0.536537	1	0.745094	3	-1	1
4.56777e-15	2.56144e-15	7	0	0.361221	-0.37459	0.42735	-0.47166	1	0.706535	3	-1	1
7.85879e-15	4.02456e-15	7	0	0.37459	-0.361221	0.47166	-0.42735	1	0.706535	3	-1	1
2.60506e-15	1.69904e-15	7	0	0.320887	-0.304259	0.536537	-0.37956	1	0.745094	3	-1	1
0.223214	-4.9167e-16	7	0	0.459037	0.0844463	0.253908	-0.391711	1	0.652618	2	0	1
-0.195313	-1.74305e-14	8	0	0.239362	-0.481389	0.525059	-0.453408	1	0.784796	3	-1	1
-0.195313	-3.14679e-15	8	0	-0.0603706	-0.454727	0.39556	-0.251917	1	0.65488	2	-1	0
-6.53644e-15	-3.53884e-15	8	0	0.303642	-0.328955	0.371494	-0.539943	1	0.741539	3	-1	1
-3.18426e-14	-1.79648e-14	8	0	0.365134	-0.391796	0.410444	-0.477474	1	0.70393	3	-1	1
-2.96776e-14	-1.63897e-14	8	0	0.394356	-0.394356	0.439372	-0.439372	1	0.6883	3	-1	1
-2.03518e-14	-1.13486e-14	8	0	0.391796	-0.365134	0.477474	-0.410444	1	0.70393	3	-1	1
0.195312	-1.13382e-14	8	0	0.481389	-0.239362	0.453408	-0.525059	1	0.784796	3	-1	1
-1.57686e-14	-8.90781e-15	8	0	0.328955	-0.303642	0.539943	-0.371494	1	0.741539	3	-1	1
0.195312	-7.91034e-16	8	0	0.454727	0.0603706	0.251917	-0.39556	1	0.65488	2	0	1
